what,kind,bundleId,bundleVersion,description,time
executed,command,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui.RubyShortcut.run",1328328568375
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328328620984
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328330797906
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328330799765
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328331810234
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1328331813718
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328331815171
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1328331816593
opened,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328331816890
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328331817046
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1328331818421
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328331818703
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1328331834875
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1328331837625
executed,command,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui.RubyShortcut.run",1328331844875
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328331844906
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328331845875
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328331851312
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328331853828
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1328331857109
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1328331862390
executed,command,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui.RubyShortcut.run",1328331865906
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328331865921
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328331866843
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328331871546
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328331879187
executed,command,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui.RubyShortcut.run",1328331885515
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328331885531
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328331886640
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328331890203
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328331895781
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1328331909093
executed,command,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui.RubyShortcut.run",1328331912625
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328331915437
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328331925093
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1328331946312
executed,command,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui.RubyShortcut.run",1328331950031
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328331952328
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328331954546
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1328331980734
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1328331983484
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1328331989171
executed,command,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui.RubyShortcut.run",1328331993296
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328331996218
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328331999234
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1328332001156
executed,command,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui.RubyShortcut.run",1328332008640
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328332011046
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328332012500
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328332014546
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328332022328
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328332023125
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328332126890
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1328332161234
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328332209234
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328333018578
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328333019281
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328333020312
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1328333024625
executed,command,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui.RubyShortcut.run",1328333031171
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328333031187
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328333032078
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328333038046
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328333041640
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1328333044640
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1328333045578
executed,command,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui.RubyShortcut.run",1328333052812
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328333054625
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328333062375
executed,command,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui.RubyShortcut.run",1328333087984
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328333088000
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328333088859
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1328333103718
executed,command,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui.RubyShortcut.run",1328333107046
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328333108656
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328333113031
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328333505375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328353842328
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1328353845703
opened,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328353851437
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328353851609
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1328353855109
opened,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328353855359
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328353855484
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1328353862156
opened,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328353862437
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328353862671
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1328353869031
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1328353869265
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1328353869437
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1328353869734
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1328353869890
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1328353870046
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1328353871093
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328353874359
opened,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328353885890
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328353885968
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328353886000
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1328353890359
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1328353891156
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1328353897234
executed,command,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui.RubyShortcut.run",1328353900921
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328353906875
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328353916875
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328353925890
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328353932125
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1328353938500
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328353938750
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1328353952390
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1328353952890
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1328353953625
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1328353953796
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1328353953953
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1328353954078
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1328353954234
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  Expected field decl on top of stack, but was: ",1328353955218
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  Expected block on top of stack, but was: int_from_prime_division(pd)",1328353955234
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  Expected method decl on top of stack, but was: Prime",1328353955234
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  Expected type decl on top of stack, but was: ",1328353955234
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  AST stack was empty upon exiting script, but should have contained the script.",1328353955234
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  Expected field decl on top of stack, but was: ",1328353955625
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  Expected block on top of stack, but was: int_from_prime_division(pd)",1328353955625
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  Expected method decl on top of stack, but was: Prime",1328353955625
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  Expected type decl on top of stack, but was: ",1328353955625
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  AST stack was empty upon exiting script, but should have contained the script.",1328353955625
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  Expected field decl on top of stack, but was: ",1328353955781
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  Expected block on top of stack, but was: int_from_prime_division(pd)",1328353955781
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  Expected method decl on top of stack, but was: Prime",1328353955781
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  Expected type decl on top of stack, but was: ",1328353955781
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  AST stack was empty upon exiting script, but should have contained the script.",1328353955796
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  Expected field decl on top of stack, but was: ",1328353955828
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  Expected block on top of stack, but was: outdated()",1328353955828
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  Expected method decl on top of stack, but was: Gem::SourceIndex",1328353955828
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  Expected type decl on top of stack, but was: ",1328353955828
error,log,,,"",1328353955828
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  Expected field decl on top of stack, but was: ",1328353956046
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  Expected block on top of stack, but was: outdated()",1328353956046
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  Expected method decl on top of stack, but was: Gem::SourceIndex",1328353956046
error,log,,,"(Build 3.0.2.1319731509) [ERROR]  Expected type decl on top of stack, but was: ",1328353956046
error,log,,,"",1328353956062
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1328353956312
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1328353956312
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328353956500
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1328353959203
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1328353972968
executed,command,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui.RubyShortcut.run",1328353976703
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328353989531
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1328354017578
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1328354017781
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1328354017937
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1328354018078
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328354019046
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1328354024515
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1328354027093
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1328354028875
executed,command,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui.RubyShortcut.run",1328354033500
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1328354037359
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1328354038875
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1328354043515
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1328354044812
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1328354051140
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1328354054296
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1328354056515
executed,command,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui.RubyShortcut.run",1328354064671
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328354067062
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328354069468
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1328354071656
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1328354072203
executed,command,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui.RubyShortcut.run",1328354076578
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328354078218
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328354081265
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328354084656
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1328354093078
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328354093359
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1328354114921
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328354118703
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1328354125296
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1328354126734
executed,command,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui.RubyShortcut.run",1328354134000
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328354135437
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328354139750
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1328354140828
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1328354143390
executed,command,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui.RubyShortcut.run",1328354149625
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1328354151515
activated,editor,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1328354155359
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1328354159265
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1328354159406
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1328354170093
executed,command,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui.RubyShortcut.run",1328354174171
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1328354178015
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1328354179515
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328354204859
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328354209546
executed,command,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui.RubyShortcut.run",1328354210500
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328354210531
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328354212265
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1328354233453
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1328354238500
